Incident_ID,Country,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours)
580,USA,2024,Ransomware,Retail,46.59,227390,Insider,Weak Passwords,AI-based Detection,40
329,Australia,2019,Phishing,Banking,37.07,902654,Insider,Social Engineering,Antivirus,9
1643,Japan,2021,Man-in-the-Middle,Education,15.78,733307,Nation-state,Social Engineering,Firewall,29
893,France,2015,SQL Injection,Education,65.83,691903,Unknown,Zero-day,VPN,54
1850,India,2018,Phishing,Government,41.1,25094,Nation-state,Unpatched Software,VPN,42
781,India,2023,SQL Injection,Banking,48.53,421083,Insider,Unpatched Software,AI-based Detection,28
160,Australia,2024,Ransomware,Education,85.86,461012,Insider,Unpatched Software,AI-based Detection,38
1546,USA,2019,DDoS,Telecommunications,57.52,513601,Nation-state,Unpatched Software,VPN,14
1934,India,2020,Man-in-the-Middle,Retail,84.77,129144,Hacker Group,Weak Passwords,Antivirus,25
2979,India,2023,Malware,Healthcare,70.36,992014,Insider,Social Engineering,Encryption,62
62,China,2015,Phishing,Government,42.73,310574,Nation-state,Zero-day,Firewall,65
850,UK,2023,DDoS,IT,68.86,749700,Nation-state,Zero-day,AI-based Detection,35
2130,France,2022,SQL Injection,Government,68.53,812679,Nation-state,Zero-day,Encryption,67
2893,France,2023,DDoS,Retail,79.86,966469,Nation-state,Social Engineering,Antivirus,43
1044,Russia,2022,Phishing,Telecommunications,56.44,359577,Unknown,Zero-day,Encryption,38
2497,China,2022,Phishing,IT,41.81,631816,Unknown,Weak Passwords,Firewall,29
2261,France,2015,Malware,Banking,30.15,205850,Insider,Unpatched Software,Firewall,72
2122,USA,2016,Man-in-the-Middle,Banking,20.44,981595,Nation-state,Weak Passwords,Encryption,56
1071,Russia,2021,Man-in-the-Middle,Banking,18.66,292992,Insider,Zero-day,Encryption,15
54,France,2018,Phishing,Healthcare,75.11,581303,Insider,Social Engineering,Encryption,51
259,Brazil,2021,SQL Injection,Healthcare,54.59,437634,Unknown,Weak Passwords,AI-based Detection,29
506,Brazil,2021,DDoS,Government,56.2,713309,Hacker Group,Zero-day,Antivirus,51
753,China,2024,Malware,Retail,34.49,897277,Unknown,Zero-day,VPN,55
1979,Brazil,2017,Malware,Telecommunications,73.71,377769,Hacker Group,Zero-day,Firewall,38
2948,India,2021,Ransomware,Government,9.54,386911,Insider,Social Engineering,Antivirus,33
2411,UK,2018,Malware,Banking,41.34,82287,Unknown,Unpatched Software,Encryption,61
1518,Russia,2023,DDoS,Banking,33.51,615332,Hacker Group,Social Engineering,AI-based Detection,65
2998,Brazil,2017,SQL Injection,IT,32.97,734737,Nation-state,Weak Passwords,AI-based Detection,30
2274,Brazil,2024,Malware,Government,78.97,724903,Unknown,Weak Passwords,Encryption,53
1390,China,2015,Ransomware,IT,60.43,962452,Nation-state,Unpatched Software,Encryption,34
1267,Germany,2018,DDoS,Telecommunications,15.14,834902,Nation-state,Weak Passwords,Firewall,63
2467,Germany,2018,Man-in-the-Middle,IT,48.96,323027,Unknown,Unpatched Software,Encryption,49
1712,Brazil,2024,SQL Injection,IT,53.71,680584,Insider,Zero-day,AI-based Detection,5
772,Brazil,2018,Malware,Education,33.12,724513,Nation-state,Zero-day,VPN,46
2803,China,2016,Phishing,Government,59.95,417253,Insider,Weak Passwords,VPN,16
1808,India,2022,Malware,Telecommunications,19.56,772330,Hacker Group,Unpatched Software,Encryption,20
2686,Japan,2016,Malware,Telecommunications,4.84,936738,Insider,Weak Passwords,Antivirus,8
1086,Brazil,2017,Phishing,Banking,9.25,437974,Hacker Group,Zero-day,Encryption,20
2258,France,2021,Phishing,Education,78.99,542754,Insider,Zero-day,VPN,42
1533,Japan,2022,Phishing,Healthcare,55.72,179545,Unknown,Zero-day,Encryption,15
1326,India,2022,SQL Injection,Healthcare,91.91,180456,Unknown,Unpatched Software,VPN,8
2120,Germany,2023,Phishing,Government,12.62,68551,Nation-state,Weak Passwords,Firewall,55
1813,USA,2017,Phishing,Retail,15.24,599197,Unknown,Zero-day,AI-based Detection,8
1715,France,2015,Malware,Government,17.3,610049,Hacker Group,Social Engineering,AI-based Detection,37
2035,Japan,2017,Phishing,IT,73.85,402903,Insider,Zero-day,Encryption,55
2424,Germany,2017,Malware,Healthcare,1.68,859708,Nation-state,Weak Passwords,Encryption,10
2435,Brazil,2021,SQL Injection,Retail,1.32,564277,Nation-state,Weak Passwords,Firewall,1
1682,France,2015,SQL Injection,IT,43.86,72222,Unknown,Weak Passwords,Firewall,64
2228,Russia,2023,Malware,IT,6.35,259573,Nation-state,Zero-day,Firewall,68
1164,India,2015,Man-in-the-Middle,Healthcare,29.54,837320,Unknown,Social Engineering,VPN,14
964,Germany,2021,DDoS,Banking,1.62,823004,Nation-state,Zero-day,Encryption,22
2903,India,2024,Malware,Government,56.13,629293,Insider,Weak Passwords,VPN,69
1663,Germany,2022,Malware,Banking,59.7,258587,Insider,Social Engineering,VPN,7
399,Brazil,2016,DDoS,Healthcare,8.01,534847,Nation-state,Zero-day,Firewall,3
585,India,2023,Ransomware,Retail,4.32,217534,Unknown,Unpatched Software,VPN,48
949,China,2018,Malware,Banking,68.55,59979,Insider,Zero-day,Firewall,41
705,France,2020,Ransomware,Education,66.04,881755,Unknown,Zero-day,Firewall,10
432,India,2023,SQL Injection,Retail,2.85,30883,Nation-state,Weak Passwords,AI-based Detection,51
293,India,2019,DDoS,Banking,46.98,147761,Unknown,Unpatched Software,AI-based Detection,68
146,USA,2020,Man-in-the-Middle,Telecommunications,15.63,209853,Nation-state,Zero-day,VPN,1
324,France,2022,SQL Injection,Healthcare,27.06,999545,Hacker Group,Social Engineering,Encryption,47
2109,UK,2019,Man-in-the-Middle,Banking,22.94,844953,Unknown,Weak Passwords,Antivirus,53
1166,Japan,2024,Phishing,IT,91.71,47841,Hacker Group,Weak Passwords,Antivirus,23
1453,India,2023,Phishing,IT,88.71,337377,Hacker Group,Social Engineering,AI-based Detection,23
3,India,2017,Man-in-the-Middle,IT,38.65,605895,Hacker Group,Weak Passwords,VPN,20
577,Japan,2021,Man-in-the-Middle,Telecommunications,18.91,549640,Nation-state,Social Engineering,Encryption,17
2658,UK,2018,DDoS,IT,17.99,60917,Unknown,Zero-day,VPN,1
340,Germany,2024,Malware,Government,93.49,702688,Hacker Group,Unpatched Software,Antivirus,39
2540,France,2017,SQL Injection,Education,81.06,349070,Unknown,Zero-day,VPN,41
2936,Australia,2022,Malware,Telecommunications,32.6,363166,Unknown,Unpatched Software,Antivirus,38
926,USA,2016,DDoS,Healthcare,93.14,947960,Nation-state,Weak Passwords,Firewall,55
266,China,2024,Phishing,Education,4.01,841054,Insider,Zero-day,Antivirus,49
377,UK,2016,Phishing,Education,8.42,29671,Insider,Unpatched Software,Encryption,61
2023,Japan,2021,Phishing,Banking,94.32,755165,Hacker Group,Social Engineering,Antivirus,28
1464,Brazil,2018,Phishing,Retail,42.46,4136,Nation-state,Zero-day,Encryption,23
272,Russia,2022,Ransomware,Retail,76.93,449596,Unknown,Unpatched Software,AI-based Detection,3
697,UK,2020,DDoS,Government,78.32,624619,Unknown,Weak Passwords,AI-based Detection,67
2974,Brazil,2016,Man-in-the-Middle,Education,19.59,647998,Insider,Weak Passwords,AI-based Detection,38
245,India,2018,DDoS,Government,36.04,446170,Insider,Unpatched Software,VPN,72
2814,Australia,2016,Ransomware,Telecommunications,27.17,429456,Hacker Group,Social Engineering,VPN,28
477,Australia,2020,Malware,Education,5.95,592485,Insider,Weak Passwords,Firewall,10
2786,Australia,2023,Malware,Banking,25.7,993215,Nation-state,Zero-day,AI-based Detection,56
2844,France,2016,Man-in-the-Middle,Education,33.45,779870,Nation-state,Zero-day,Firewall,6
2299,Germany,2021,Malware,Healthcare,23.34,518982,Hacker Group,Weak Passwords,VPN,20
2449,Russia,2023,DDoS,Telecommunications,57.25,115138,Unknown,Unpatched Software,Encryption,42
2784,Germany,2020,Phishing,Healthcare,69.2,162807,Hacker Group,Unpatched Software,Encryption,4
2954,France,2015,Ransomware,IT,74.03,597723,Unknown,Zero-day,Encryption,48
2983,Germany,2017,Man-in-the-Middle,Healthcare,97.14,875912,Insider,Unpatched Software,Firewall,33
2160,China,2020,Malware,IT,95.17,884741,Nation-state,Zero-day,Antivirus,30
251,Russia,2024,Phishing,Education,87.88,263407,Nation-state,Zero-day,Antivirus,8
414,Brazil,2024,SQL Injection,Banking,33.06,644841,Insider,Weak Passwords,Antivirus,64
546,UK,2022,Ransomware,Retail,10.44,19404,Nation-state,Unpatched Software,Firewall,32
1194,UK,2024,Man-in-the-Middle,IT,3.69,529410,Insider,Zero-day,Firewall,59
739,Australia,2020,Malware,Banking,42.3,497035,Hacker Group,Zero-day,AI-based Detection,66
311,India,2022,Malware,Healthcare,38.89,400752,Insider,Unpatched Software,Antivirus,36
1980,UK,2018,Ransomware,Telecommunications,99.41,355256,Hacker Group,Unpatched Software,Firewall,51
894,UK,2019,Phishing,Government,79.79,133632,Hacker Group,Weak Passwords,Firewall,8
1132,UK,2022,Phishing,Retail,13.37,40843,Unknown,Weak Passwords,Encryption,66
1450,China,2016,DDoS,Education,81.31,815317,Hacker Group,Social Engineering,Antivirus,72
2908,China,2015,SQL Injection,Education,40.68,90689,Nation-state,Weak Passwords,Antivirus,40
16,Australia,2022,Phishing,Banking,64.31,120789,Nation-state,Zero-day,Encryption,36
1951,USA,2017,DDoS,Telecommunications,51.69,156213,Nation-state,Weak Passwords,VPN,9
722,Brazil,2022,Ransomware,Banking,15.66,817169,Insider,Unpatched Software,Firewall,54
1421,USA,2023,DDoS,Telecommunications,11.73,489053,Nation-state,Zero-day,Antivirus,29
2634,USA,2015,Ransomware,Retail,74.68,498089,Insider,Weak Passwords,Encryption,18
982,Russia,2015,Man-in-the-Middle,Government,46.76,713342,Unknown,Weak Passwords,Encryption,36
1875,France,2021,Phishing,Retail,45.74,754278,Insider,Social Engineering,Firewall,46
1540,India,2020,Phishing,Healthcare,38.19,847958,Insider,Weak Passwords,Firewall,32
2531,Germany,2019,SQL Injection,Healthcare,91.72,149171,Hacker Group,Zero-day,VPN,64
1551,Australia,2022,Phishing,Government,9.84,580402,Nation-state,Social Engineering,VPN,70
2423,France,2024,Phishing,Retail,45.57,201137,Hacker Group,Zero-day,Antivirus,25
364,China,2015,Ransomware,Telecommunications,32.65,313384,Insider,Social Engineering,Antivirus,51
2769,Germany,2016,Man-in-the-Middle,IT,13.21,549414,Unknown,Social Engineering,Encryption,70
183,Australia,2017,Malware,Healthcare,77.32,563706,Nation-state,Unpatched Software,AI-based Detection,35
986,Russia,2021,DDoS,IT,78.76,130413,Unknown,Social Engineering,Encryption,66
1991,UK,2022,Phishing,Telecommunications,62.8,758516,Hacker Group,Zero-day,VPN,16
1195,Australia,2018,Phishing,Education,24.25,665381,Insider,Unpatched Software,AI-based Detection,61
1770,Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14
1676,China,2020,Malware,Healthcare,11.89,646567,Insider,Unpatched Software,VPN,15
1122,France,2015,Phishing,Banking,64.62,104619,Insider,Unpatched Software,Antivirus,68
188,Brazil,2021,Malware,Healthcare,83.06,937717,Unknown,Unpatched Software,Encryption,56
620,India,2020,Man-in-the-Middle,IT,28.69,939469,Insider,Unpatched Software,Encryption,45
1613,Japan,2021,Man-in-the-Middle,Education,69.99,834355,Nation-state,Unpatched Software,AI-based Detection,71
1176,Germany,2017,Phishing,Banking,69.85,253058,Hacker Group,Social Engineering,Encryption,44
1183,Germany,2018,Malware,IT,30.2,667023,Unknown,Zero-day,Antivirus,26
2385,Japan,2023,Man-in-the-Middle,Banking,65.8,193620,Nation-state,Zero-day,VPN,67
2716,USA,2019,DDoS,Telecommunications,12.13,426349,Hacker Group,Unpatched Software,Encryption,44
615,Japan,2020,Man-in-the-Middle,IT,35.79,854904,Insider,Weak Passwords,Firewall,12
1514,Brazil,2019,SQL Injection,Education,96.6,975019,Unknown,Unpatched Software,Firewall,38
1467,Germany,2016,Malware,Telecommunications,77.7,57200,Hacker Group,Social Engineering,VPN,26
402,Germany,2017,Man-in-the-Middle,Retail,73.98,609952,Hacker Group,Unpatched Software,VPN,7
995,France,2021,Man-in-the-Middle,Healthcare,52.04,757744,Nation-state,Zero-day,Antivirus,43
935,Japan,2023,SQL Injection,Retail,42.33,643549,Nation-state,Weak Passwords,VPN,20
372,Germany,2018,SQL Injection,Education,84.27,399014,Nation-state,Zero-day,Firewall,52
1923,Brazil,2016,Phishing,Education,9.23,774750,Nation-state,Social Engineering,Firewall,70
2307,France,2019,Phishing,Education,81.47,597542,Unknown,Weak Passwords,VPN,11
594,USA,2017,SQL Injection,Banking,39.59,910393,Unknown,Weak Passwords,Antivirus,52
1911,UK,2020,Ransomware,Education,35.16,100749,Unknown,Zero-day,Firewall,62
727,India,2016,Malware,Banking,11.81,392365,Insider,Social Engineering,Antivirus,72
827,India,2018,SQL Injection,Education,52.05,874254,Nation-state,Zero-day,Antivirus,11
1675,Germany,2023,SQL Injection,Education,37.4,662428,Insider,Weak Passwords,AI-based Detection,4
688,China,2017,Phishing,IT,71.4,698847,Insider,Zero-day,AI-based Detection,17
2216,USA,2020,Ransomware,Retail,16.33,850758,Insider,Unpatched Software,Firewall,9
137,Germany,2021,Malware,Government,82.72,219703,Nation-state,Social Engineering,Firewall,33
2765,UK,2023,Man-in-the-Middle,Government,45.16,569044,Hacker Group,Social Engineering,Antivirus,27
629,China,2024,Ransomware,Government,72.61,595380,Hacker Group,Zero-day,VPN,10
335,China,2022,Malware,Banking,21.87,741153,Insider,Social Engineering,Encryption,66
391,UK,2020,Phishing,Retail,25.1,986980,Nation-state,Zero-day,VPN,71
2310,China,2024,Ransomware,Healthcare,42.26,685837,Insider,Social Engineering,VPN,68
1110,India,2021,Ransomware,Healthcare,76.83,603402,Insider,Zero-day,AI-based Detection,57
1738,Russia,2017,Man-in-the-Middle,IT,55.23,12439,Nation-state,Weak Passwords,Firewall,20
2699,USA,2019,Malware,Education,1.05,93580,Nation-state,Unpatched Software,VPN,21
711,Japan,2020,Malware,Telecommunications,98.14,710142,Insider,Zero-day,AI-based Detection,56
1040,Australia,2017,Man-in-the-Middle,Telecommunications,35.27,765929,Nation-state,Weak Passwords,Firewall,16
2715,Brazil,2020,SQL Injection,Education,85.12,732802,Nation-state,Weak Passwords,Antivirus,62
1851,Russia,2024,Phishing,Retail,44.08,988889,Nation-state,Unpatched Software,Encryption,31
2596,China,2022,Man-in-the-Middle,Healthcare,5.4,270732,Unknown,Weak Passwords,Firewall,31
1562,USA,2016,Phishing,Retail,89.85,998085,Insider,Zero-day,VPN,7
2758,UK,2022,Man-in-the-Middle,Telecommunications,88.71,191263,Hacker Group,Unpatched Software,Encryption,68
1595,Australia,2016,Malware,Government,22.48,686176,Nation-state,Zero-day,Firewall,62
2751,Russia,2015,Malware,Healthcare,35.11,477346,Unknown,Social Engineering,Firewall,8
1113,UK,2015,Phishing,IT,24.17,64082,Unknown,Social Engineering,Antivirus,16
466,Germany,2020,Phishing,Healthcare,38.12,394577,Nation-state,Unpatched Software,Encryption,33
1561,Japan,2021,Phishing,Banking,82.85,854309,Insider,Zero-day,Antivirus,16
1224,UK,2016,DDoS,Banking,61.15,219846,Insider,Social Engineering,AI-based Detection,13
1954,UK,2022,DDoS,Retail,45.73,554585,Hacker Group,Social Engineering,VPN,63
2967,France,2021,SQL Injection,Banking,78.89,704427,Hacker Group,Zero-day,VPN,30
2349,UK,2023,Man-in-the-Middle,Banking,15.01,416522,Insider,Social Engineering,VPN,63
1509,Germany,2020,SQL Injection,Healthcare,96.31,591828,Unknown,Unpatched Software,Encryption,16
1105,France,2021,SQL Injection,Government,98.76,904598,Hacker Group,Social Engineering,AI-based Detection,11
1989,USA,2017,DDoS,Banking,98.07,276199,Insider,Weak Passwords,Antivirus,28
339,Australia,2021,Malware,Banking,13.99,689681,Nation-state,Weak Passwords,AI-based Detection,62
216,Brazil,2017,Malware,Banking,99.22,660182,Insider,Weak Passwords,AI-based Detection,21
1616,USA,2020,Ransomware,Banking,27.45,60428,Nation-state,Weak Passwords,Antivirus,27
1917,India,2019,Ransomware,Banking,89.41,453441,Hacker Group,Unpatched Software,VPN,29
2515,USA,2019,SQL Injection,Telecommunications,57.4,51312,Insider,Social Engineering,AI-based Detection,26
2805,Japan,2016,Man-in-the-Middle,Healthcare,44.69,567209,Hacker Group,Social Engineering,Antivirus,1
1593,Brazil,2018,Ransomware,Education,69.04,939146,Nation-state,Zero-day,Firewall,56
2241,India,2020,Malware,IT,84.43,999542,Hacker Group,Social Engineering,Encryption,15
1685,Russia,2015,Man-in-the-Middle,IT,95.04,566542,Unknown,Weak Passwords,Firewall,58
2523,Japan,2017,DDoS,IT,27.76,824968,Insider,Weak Passwords,Encryption,15
817,USA,2017,Phishing,Banking,96.27,637264,Hacker Group,Unpatched Software,AI-based Detection,11
1068,UK,2018,Malware,Government,28.88,212533,Insider,Unpatched Software,Antivirus,71
2004,China,2017,SQL Injection,Retail,61.83,129677,Hacker Group,Unpatched Software,Firewall,60
275,Japan,2017,Phishing,Healthcare,47.39,470895,Nation-state,Social Engineering,Encryption,63
2245,India,2018,Phishing,Education,43.54,76479,Insider,Zero-day,Firewall,4
866,Australia,2017,Phishing,Healthcare,39.3,290846,Unknown,Weak Passwords,Firewall,3
102,Japan,2021,Ransomware,IT,35.43,969517,Hacker Group,Weak Passwords,Firewall,25
1502,India,2021,SQL Injection,Retail,85.69,172469,Insider,Weak Passwords,Antivirus,16
2150,Japan,2022,Malware,Healthcare,73.26,841903,Unknown,Social Engineering,Firewall,7
172,China,2015,Malware,Retail,19.36,457790,Hacker Group,Zero-day,Encryption,39
108,Brazil,2023,Man-in-the-Middle,IT,10.18,933883,Nation-state,Social Engineering,Encryption,41
1863,China,2018,SQL Injection,Healthcare,52.01,527443,Hacker Group,Unpatched Software,Firewall,24
1522,Japan,2022,Ransomware,Government,86.84,122651,Insider,Weak Passwords,AI-based Detection,59
2988,Australia,2021,Ransomware,Healthcare,37.89,843256,Nation-state,Unpatched Software,Antivirus,43
2203,France,2019,DDoS,IT,13.99,966010,Unknown,Weak Passwords,Encryption,20
2055,China,2019,Man-in-the-Middle,Telecommunications,58.78,586131,Nation-state,Unpatched Software,Antivirus,68
1765,UK,2015,Man-in-the-Middle,Retail,7.92,657442,Nation-state,Social Engineering,Firewall,29
2034,Brazil,2021,Man-in-the-Middle,Banking,3.69,566386,Insider,Unpatched Software,Encryption,45
1963,Japan,2024,Malware,Telecommunications,71.18,37870,Nation-state,Zero-day,AI-based Detection,31
2251,UK,2021,SQL Injection,IT,80.05,682480,Hacker Group,Zero-day,AI-based Detection,14
2341,China,2023,Malware,Education,37.07,417554,Insider,Unpatched Software,Antivirus,35
2576,Russia,2021,Man-in-the-Middle,Healthcare,28.34,446741,Nation-state,Weak Passwords,Firewall,20
1925,Germany,2016,Malware,Healthcare,94.12,21382,Unknown,Weak Passwords,Encryption,21
296,Germany,2016,Ransomware,Education,15.09,914593,Unknown,Weak Passwords,AI-based Detection,1
713,France,2017,Phishing,IT,55.9,309259,Insider,Zero-day,AI-based Detection,3
73,UK,2019,Phishing,IT,78.19,28321,Insider,Unpatched Software,Antivirus,63
1953,France,2023,Ransomware,Government,63.45,90678,Nation-state,Unpatched Software,Firewall,22
2270,UK,2018,Man-in-the-Middle,Education,81.01,416149,Insider,Unpatched Software,Antivirus,56
2562,France,2017,DDoS,Retail,67.36,856228,Hacker Group,Zero-day,Encryption,47
2886,UK,2017,Ransomware,Healthcare,55.45,490818,Hacker Group,Unpatched Software,VPN,65
482,Australia,2020,SQL Injection,Telecommunications,53.32,55392,Unknown,Zero-day,VPN,44
2219,Germany,2023,DDoS,IT,93.72,828721,Insider,Weak Passwords,Encryption,21
1531,Australia,2019,Malware,Telecommunications,93.71,217863,Insider,Unpatched Software,VPN,31
